"都道府県名","地域コード","年","月","地域区分","データ区分","都道府県コード","地域名称","人数","農泊採択地域数","年間訪問者数","調査年.コード.x","調査年.x","地域.x","総面積","耕地面積","耕地面積率","調査年.コード.y","調査年.y","地域.y","人口密度","X65歳以上人口割合","標準財政規模","第1次産業就業者比率","事業所数","事業所数.宿泊業.飲食サービス業.","農家数.販売農家.","調査年.コード","調査年","地域.コード","年平均気温","降水日数","宿泊業飲食サービス業事業所数比率"
"愛知県",23211,2023,1,"市区町村","観光来訪者数",23,"豊田市",203365,NA,3622780,2021100000,"2021年度","愛知県 豊田市",91832,6240,6.795016987542468,2020100000,"2020年度","愛知県 豊田市",1442.4,23.065,126223605,1.66,14352,2093,1925,2020100000,"2020年度",23000,17,112,14.583333333333334
"愛知県",23212,2023,1,"市区町村","観光来訪者数",23,"安城市",27305,NA,445414,2021100000,"2021年度","愛知県 安城市",8605,3610,41.95235328297501,2020100000,"2020年度","愛知県 安城市",2184.7,21.01,43260139,2.18,6964,855,799,2020100000,"2020年度",23000,17,112,12.277426766226307
"愛知県",23213,2023,1,"市区町村","観光来訪者数",23,"西尾市",51814,NA,640239,2021100000,"2021年度","愛知県 西尾市",16122,5120,31.75784642103957,2020100000,"2020年度","愛知県 西尾市",1240.2,25.658,37434999,4.62,7378,668,1124,2020100000,"2020年度",23000,17,112,9.053944158308484
"愛知県",23214,2023,1,"市区町村","観光来訪者数",23,"蒲郡市",76701,NA,1094473,2021100000,"2021年度","愛知県 蒲郡市",5696,831,14.589185393258427,2020100000,"2020年度","愛知県 蒲郡市",2005.5,29.425,17745536,4.06,3985,476,560,2020100000,"2020年度",23000,17,112,11.944792973651191
"愛知県",23215,2023,1,"市区町村","観光来訪者数",23,"犬山市",147804,NA,1611616,2021100000,"2021年度","愛知県 犬山市",7490,889,11.869158878504672,2020100000,"2020年度","愛知県 犬山市",1781.8,29.301,15205715,1.21,2692,355,371,2020100000,"2020年度",23000,17,112,13.187221396731056
"愛知県",23216,2023,1,"市区町村","観光来訪者数",23,"常滑市",89692,NA,1283009,2021100000,"2021年度","愛知県 常滑市",5590,1310,23.43470483005367,2020100000,"2020年度","愛知県 常滑市",1142.4,25.101,14363471,2.68,2526,280,255,2020100000,"2020年度",23000,17,112,11.084718923198732
"愛知県",23217,2023,1,"市区町村","観光来訪者数",23,"江南市",2929,NA,90375,2021100000,"2021年度","愛知県 江南市",3020,587,19.43708609271523,2020100000,"2020年度","愛知県 江南市",3253.5,27.103,19186922,0.8,3613,487,105,2020100000,"2020年度",23000,17,112,13.479103238306116
"愛知県",23219,2023,1,"市区町村","観光来訪者数",23,"小牧市",13470,NA,180344,2021100000,"2021年度","愛知県 小牧市",6281,798,12.704983282916732,2020100000,"2020年度","愛知県 小牧市",2656.3,24.968,36124172,1.03,6675,690,259,2020100000,"2020年度",23000,17,112,10.337078651685392
"愛知県",23220,2023,1,"市区町村","観光来訪者数",23,"稲沢市",20499,NA,161189,2021100000,"2021年度","愛知県 稲沢市",7935,3180,40.07561436672968,2020100000,"2020年度","愛知県 稲沢市",1698.2,27.671,29114831,3.78,5100,649,1014,2020100000,"2020年度",23000,17,112,12.725490196078432
"愛知県",23221,2023,1,"市区町村","観光来訪者数",23,"新城市",98270,NA,1640426,2021100000,"2021年度","愛知県 新城市",49923,2740,5.488452216413276,2020100000,"2020年度","愛知県 新城市",530.2,36.145,14924338,7.99,2266,222,1236,2020100000,"2020年度",23000,17,112,9.796999117387466
"愛知県",23222,2023,1,"市区町村","観光来訪者数",23,"東海市",21877,NA,281855,2021100000,"2021年度","愛知県 東海市",4343,603,13.884411696983651,2020100000,"2020年度","愛知県 東海市",2672.3,21.975,30588683,2.11,4078,555,456,2020100000,"2020年度",23000,17,112,13.609612555174106
"愛知県",23223,2023,1,"市区町村","観光来訪者数",23,"大府市",8087,NA,126051,2021100000,"2021年度","愛知県 大府市",3366,696,20.677361853832444,2020100000,"2020年度","愛知県 大府市",2854.8,21.399,19639248,1.44,3225,373,279,2020100000,"2020年度",23000,17,112,11.565891472868216
"愛知県",23224,2023,1,"市区町村","観光来訪者数",23,"知多市",10017,NA,213104,2021100000,"2021年度","愛知県 知多市",4590,1070,23.311546840958606,2020100000,"2020年度","愛知県 知多市",1944.8,27.809,17733947,1.79,2264,319,387,2020100000,"2020年度",23000,17,112,14.090106007067138
"愛知県",23225,2023,1,"市区町村","観光来訪者数",23,"知立市",10021,NA,98069,2021100000,"2021年度","愛知県 知立市",1631,377,23.114653586756592,2020100000,"2020年度","愛知県 知立市",4426.3,19.891,13985007,0.74,2210,269,123,2020100000,"2020年度",23000,17,112,12.171945701357465
"愛知県",23226,2023,1,"市区町村","観光来訪者数",23,"尾張旭市",4528,NA,70128,2021100000,"2021年度","愛知県 尾張旭市",2103,130,6.1816452686638135,2020100000,"2020年度","愛知県 尾張旭市",4596.1,25.829,15675233,0.56,2724,337,37,2020100000,"2020年度",23000,17,112,12.37151248164464
"愛知県",23227,2023,1,"市区町村","観光来訪者数",23,"高浜市",2189,NA,25483,2021100000,"2021年度","愛知県 高浜市",1311,186,14.187643020594965,2020100000,"2020年度","愛知県 高浜市",3516.9,19.295,9601979,0.86,1562,145,45,2020100000,"2020年度",23000,17,112,9.282970550576184
"愛知県",23228,2023,1,"市区町村","観光来訪者数",23,"岩倉市",144,NA,3469,2021100000,"2021年度","愛知県 岩倉市",1047,249,23.78223495702006,2020100000,"2020年度","愛知県 岩倉市",4582.9,24.998,9829563,0.97,1721,228,113,2020100000,"2020年度",23000,17,112,13.248111563044743
"愛知県",23229,2023,1,"市区町村","観光来訪者数",23,"豊明市",8441,NA,119574,2021100000,"2021年度","愛知県 豊明市",2322,469,20.19810508182601,2020100000,"2020年度","愛知県 豊明市",3131.3,26.153,14295453,1.04,2340,268,233,2020100000,"2020年度",23000,17,112,11.452991452991453
"愛知県",23230,2023,1,"市区町村","観光来訪者数",23,"日進市",16163,NA,194508,2021100000,"2021年度","愛知県 日進市",3491,433,12.403322830134632,2020100000,"2020年度","愛知県 日進市",3219.1,19.716,18063927,0.71,2473,292,257,2020100000,"2020年度",23000,17,112,11.807521229276183
"愛知県",23231,2023,1,"市区町村","観光来訪者数",23,"田原市",91096,NA,1086671,2021100000,"2021年度","愛知県 田原市",19111,6290,32.91298205222123,2020100000,"2020年度","愛知県 田原市",431.8,28.13,18069025,28.82,2583,332,2904,2020100000,"2020年度",23000,17,112,12.853271389856754
"愛知県",23232,2023,1,"市区町村","観光来訪者数",23,"愛西市",32837,NA,400454,2021100000,"2021年度","愛知県 愛西市",6668,2970,44.54109178164367,2020100000,"2020年度","愛知県 愛西市",912.3,31.551,15206217,7.15,2291,211,934,2020100000,"2020年度",23000,17,112,9.2099519860323
"愛知県",23233,2023,1,"市区町村","観光来訪者数",23,"清須市",6298,NA,94414,2021100000,"2021年度","愛知県 清須市",1735,238,13.71757925072046,2020100000,"2020年度","愛知県 清須市",3882,22.55,16553546,1.06,2707,271,128,2020100000,"2020年度",23000,17,112,10.011082379017362
"愛知県",23234,2023,1,"市区町村","観光来訪者数",23,"北名古屋市",1996,NA,29289,2021100000,"2021年度","愛知県 北名古屋市",1837,377,20.522591181273818,2020100000,"2020年度","愛知県 北名古屋市",4702.5,24.075,17817060,1.02,3299,347,218,2020100000,"2020年度",23000,17,112,10.5183388905729
"愛知県",23235,2023,1,"市区町村","観光来訪者数",23,"弥富市",12092,NA,142380,2021100000,"2021年度","愛知県 弥富市",4911,1770,36.04153940134392,2020100000,"2020年度","愛知県 弥富市",877.7,26.171,10691613,3.88,2143,188,441,2020100000,"2020年度",23000,17,112,8.772748483434437
"愛知県",23236,2023,1,"市区町村","観光来訪者数",23,"みよし市",3741,NA,60007,2021100000,"2021年度","愛知県 みよし市",3219,731,22.70891581236409,2020100000,"2020年度","愛知県 みよし市",2027.2,18.133,17672044,1.59,1994,216,275,2020100000,"2020年度",23000,17,112,10.832497492477431
"愛知県",23237,2023,1,"市区町村","観光来訪者数",23,"あま市",4656,NA,40861,2021100000,"2021年度","愛知県 あま市",2749,846,30.774827209894507,2020100000,"2020年度","愛知県 あま市",3133,26.741,18424835,1.3,2893,303,442,2020100000,"2020年度",23000,17,112,10.47355686138956
"愛知県",23238,2023,1,"市区町村","観光来訪者数",23,"長久手市",104030,NA,1228059,2021100000,"2021年度","愛知県 長久手市",2155,189,8.770301624129932,2020100000,"2020年度","愛知県 長久手市",3503.9,16.356,12660447,0.74,1801,183,65,2020100000,"2020年度",23000,17,112,10.161021654636313
"愛知県",23302,2023,1,"市区町村","観光来訪者数",23,"愛知郡東郷町",1485,NA,38882,2021100000,"2021年度","愛知県 東郷町",1803,337,18.691070438158626,2020100000,"2020年度","愛知県 東郷町",2630.5,23.247,8649606,1.18,1285,105,189,2020100000,"2020年度",23000,17,112,8.171206225680933
"愛知県",23342,2023,1,"市区町村","観光来訪者数",23,"西春日井郡豊山町",4273,NA,68363,2021100000,"2021年度","愛知県 豊山町",618,65,10.517799352750808,2020100000,"2020年度","愛知県 豊山町",2526.4,22.059,4547999,0.79,992,120,34,2020100000,"2020年度",23000,17,112,12.096774193548388
"愛知県",23361,2023,1,"市区町村","観光来訪者数",23,"丹羽郡大口町",2009,NA,11803,2021100000,"2021年度","愛知県 大口町",1361,455,33.4313005143277,2020100000,"2020年度","愛知県 大口町",1785.8,23.736,6965376,1.21,962,101,118,2020100000,"2020年度",23000,17,112,10.4989604989605
"愛知県",23362,2023,1,"市区町村","観光来訪者数",23,"丹羽郡扶桑町",1066,NA,12368,2021100000,"2021年度","愛知県 扶桑町",1119,244,21.805183199285075,2020100000,"2020年度","愛知県 扶桑町",3050.3,26.344,7184146,1.12,1179,164,56,2020100000,"2020年度",23000,17,112,13.910093299406276
"愛知県",23425,2023,1,"市区町村","観光来訪者数",23,"海部郡蟹江町",1298,NA,19360,2021100000,"2021年度","愛知県 蟹江町",1109,179,16.140667267808837,2020100000,"2020年度","愛知県 蟹江町",3366.8,25.371,7543755,0.88,1504,222,156,2020100000,"2020年度",23000,17,112,14.760638297872342
"愛知県",23427,2023,1,"市区町村","観光来訪者数",23,"海部郡飛島村",1100,NA,7330,2021100000,"2021年度","愛知県 飛島村",2242,599,26.71721677074041,2020100000,"2020年度","愛知県 飛島村",204.1,31.016,4601872,9.52,727,33,276,2020100000,"2020年度",23000,17,112,4.53920220082531
"愛知県",23441,2023,1,"市区町村","観光来訪者数",23,"知多郡阿久比町",1375,NA,23888,2021100000,"2021年度","愛知県 阿久比町",2380,808,33.94957983193277,2020100000,"2020年度","愛知県 阿久比町",1273.9,26.47,6192625,2.89,871,100,187,2020100000,"2020年度",23000,17,112,11.481056257175661
"愛知県",23442,2023,1,"市区町村","観光来訪者数",23,"知多郡東浦町",4537,NA,61309,2021100000,"2021年度","愛知県 東浦町",3114,971,31.18175979447656,2020100000,"2020年度","愛知県 東浦町",1678.9,25.881,10415795,1.91,1485,139,190,2020100000,"2020年度",23000,17,112,9.36026936026936
"愛知県",23445,2023,1,"市区町村","観光来訪者数",23,"知多郡南知多町",20869,NA,275391,2021100000,"2021年度","愛知県 南知多町",3837,765,19.937451133698204,2020100000,"2020年度","愛知県 南知多町",602.3,38.822,5130814,17.84,1344,288,230,2020100000,"2020年度",23000,17,112,21.428571428571427
"愛知県",23446,2023,1,"市区町村","観光来訪者数",23,"知多郡美浜町",37729,NA,543106,2021100000,"2021年度","愛知県 美浜町",4620,1130,24.458874458874458,2020100000,"2020年度","愛知県 美浜町",647.6,30.317,5352359,6.26,954,106,343,2020100000,"2020年度",23000,17,112,11.11111111111111
"愛知県",23447,2023,1,"市区町村","観光来訪者数",23,"知多郡武豊町",3186,NA,47211,2021100000,"2021年度","愛知県 武豊町",2638,428,16.224412433661865,2020100000,"2020年度","愛知県 武豊町",1822.3,24.796,9211427,1.6,1356,181,156,2020100000,"2020年度",23000,17,112,13.348082595870206
"愛知県",23501,2023,1,"市区町村","観光来訪者数",23,"額田郡幸田町",49185,NA,566365,2021100000,"2021年度","愛知県 幸田町",5672,1070,18.86459802538787,2020100000,"2020年度","愛知県 幸田町",1307.3,21.668,9609794,3.2,1262,149,327,2020100000,"2020年度",23000,17,112,11.806656101426308
"愛知県",23561,2023,1,"市区町村","観光来訪者数",23,"北設楽郡設楽町",18368,NA,427811,2021100000,"2021年度","愛知県 設楽町",27394,791,2.887493611739797,2020100000,"2020年度","愛知県 設楽町",162.4,51.003,3192096,18.51,365,43,147,2020100000,"2020年度",23000,17,112,11.78082191780822
"愛知県",23562,2023,1,"市区町村","観光来訪者数",23,"北設楽郡東栄町",227,NA,14067,2021100000,"2021年度","愛知県 東栄町",12338,219,1.7750040525206678,2020100000,"2020年度","愛知県 東栄町",257.6,50.646,2145793,6.62,253,25,39,2020100000,"2020年度",23000,17,112,9.881422924901186
"愛知県",23563,2023,1,"市区町村","観光来訪者数",23,"北設楽郡豊根村",8887,NA,159029,2021100000,"2021年度","愛知県 豊根村",15588,119,0.7634077495509367,2020100000,"2020年度","愛知県 豊根村",94.3,52.409,1292747,12.8,108,16,23,2020100000,"2020年度",23000,17,112,14.814814814814813
"愛媛県",38201,2023,1,"市区町村","観光来訪者数",38,"松山市",233178,0,3143660,2021100000,"2021年度","愛媛県 松山市",42935,5370,12.507278444159775,2020100000,"2020年度","愛媛県 松山市",2127.6,27.304,108402910,2.74,22108,2886,2722,2020100000,"2020年度",38000,17.3,95,13.054098064049214
"愛媛県",38202,2023,1,"市区町村","観光来訪者数",38,"今治市",176046,2,2466176,2021100000,"2021年度","愛媛県 今治市",41921,4430,10.567496004389207,2020100000,"2020年度","愛媛県 今治市",775.7,35.588,44759540,5.19,8961,1080,2204,2020100000,"2020年度",38000,17.3,95,12.052226314027452
"愛媛県",38203,2023,1,"市区町村","観光来訪者数",38,"宇和島市",59319,1,785459,2021100000,"2021年度","愛媛県 宇和島市",46815,4700,10.03951724874506,2020100000,"2020年度","愛媛県 宇和島市",520.8,39.816,25736596,17.89,4769,618,1842,2020100000,"2020年度",38000,17.3,95,12.958691549591109
"愛媛県",38204,2023,1,"市区町村","観光来訪者数",38,"八幡浜市",7884,0,101994,2021100000,"2021年度","愛媛県 八幡浜市",13265,2950,22.238974745571053,2020100000,"2020年度","愛媛県 八幡浜市",513.9,40.935,11512286,21.22,2286,238,1350,2020100000,"2020年度",38000,17.3,95,10.411198600174979
"愛媛県",38205,2023,1,"市区町村","観光来訪者数",38,"新居浜市",33823,0,525534,2021100000,"2021年度","愛媛県 新居浜市",23447,870,3.710496012283021,2020100000,"2020年度","愛媛県 新居浜市",1824.1,32.194,27748236,1.22,5551,687,403,2020100000,"2020年度",38000,17.3,95,12.376148441722211
"愛媛県",38206,2023,1,"市区町村","観光来訪者数",38,"西条市",60309,0,601189,2021100000,"2021年度","愛媛県 西条市",51004,5600,10.979531017175123,2020100000,"2020年度","愛媛県 西条市",674.9,32.83,27819480,6.93,5100,585,2027,2020100000,"2020年度",38000,17.3,95,11.470588235294118
"愛媛県",38207,2023,1,"市区町村","観光来訪者数",38,"大洲市",19085,1,324238,2021100000,"2021年度","愛媛県 大洲市",43212,2890,6.6879570489678795,2020100000,"2020年度","愛媛県 大洲市",347.1,36.855,14981786,11.07,2725,316,1014,2020100000,"2020年度",38000,17.3,95,11.596330275229358
"愛媛県",38210,2023,1,"市区町村","観光来訪者数",38,"伊予市",35254,0,601181,2021100000,"2021年度","愛媛県 伊予市",19444,2470,12.703147500514298,2020100000,"2020年度","愛媛県 伊予市",442.6,34.145,10697233,11.88,1601,114,1312,2020100000,"2020年度",38000,17.3,95,7.12054965646471
"愛媛県",38213,2023,1,"市区町村","観光来訪者数",38,"四国中央市",15843,0,325339,2021100000,"2021年度","愛媛県 四国中央市",42124,1910,4.534232266641344,2020100000,"2020年度","愛媛県 四国中央市",911.5,32.214,24483751,3.51,4531,420,1022,2020100000,"2020年度",38000,17.3,95,9.269476936658574
"愛媛県",38214,2023,1,"市区町村","観光来訪者数",38,"西予市",12113,0,267642,2021100000,"2021年度","愛媛県 西予市",51434,4410,8.574094956643465,2020100000,"2020年度","愛媛県 西予市",274.6,44.021,15662962,18.66,2323,202,1770,2020100000,"2020年度",38000,17.3,95,8.695652173913043
"愛媛県",38215,2023,1,"市区町村","観光来訪者数",38,"東温市",11013,0,170741,2021100000,"2021年度","愛媛県 東温市",21130,1410,6.6729768102224325,2020100000,"2020年度","愛媛県 東温市",676.4,30.133,9743004,6.64,1258,121,827,2020100000,"2020年度",38000,17.3,95,9.618441971383147
"愛媛県",38356,2023,1,"市区町村","観光来訪者数",38,"越智郡上島町",1722,0,24383,2021100000,"2021年度","愛媛県 上島町",3038,242,7.965766951942068,2020100000,"2020年度","愛媛県 上島町",420.2,45.368,4148145,9.06,373,32,97,2020100000,"2020年度",38000,17.3,95,8.579088471849866
"愛媛県",38386,2023,1,"市区町村","観光来訪者数",38,"上浮穴郡久万高原町",18665,0,479589,2021100000,"2021年度","愛媛県 久万高原町",58369,1140,1.9530915383165721,2020100000,"2020年度","愛媛県 久万高原町",113.6,49.365,5774801,26.8,590,63,493,2020100000,"2020年度",38000,17.3,95,10.677966101694915
"愛媛県",38401,2023,1,"市区町村","観光来訪者数",38,"伊予郡松前町",2287,0,33027,2021100000,"2021年度","愛媛県 松前町",2041,850,41.64625183733464,2020100000,"2020年度","愛媛県 松前町",1451.7,31.276,7014145,4.87,1212,88,489,2020100000,"2020年度",38000,17.3,95,7.2607260726072615
"愛媛県",38402,2023,1,"市区町村","観光来訪者数",38,"伊予郡砥部町",19380,0,249566,2021100000,"2021年度","愛媛県 砥部町",10159,800,7.874790825868688,2020100000,"2020年度","愛媛県 砥部町",683.1,34.116,5467958,8.88,894,66,302,2020100000,"2020年度",38000,17.3,95,7.38255033557047
"愛媛県",38422,2023,1,"市区町村","観光来訪者数",38,"喜多郡内子町",26930,1,421139,2021100000,"2021年度","愛媛県 内子町",29943,1750,5.844437765086999,2020100000,"2020年度","愛媛県 内子町",222.8,40.902,6613454,19.78,982,105,907,2020100000,"2020年度",38000,17.3,95,10.692464358452138
"愛媛県",38442,2023,1,"市区町村","観光来訪者数",38,"西宇和郡伊方町",19893,0,337705,2021100000,"2021年度","愛媛県 伊方町",9398,1530,16.2800595871462,2020100000,"2020年度","愛媛県 伊方町",180.7,47.386,5385089,30.88,545,64,596,2020100000,"2020年度",38000,17.3,95,11.743119266055047
"愛媛県",38484,2023,1,"市区町村","観光来訪者数",38,"北宇和郡松野町",1464,1,36529,2021100000,"2021年度","愛媛県 松野町",9845,478,4.855256475368208,2020100000,"2020年度","愛媛県 松野町",227.5,47.169,2250298,15.43,186,12,254,2020100000,"2020年度",38000,17.3,95,6.451612903225806
"愛媛県",38488,2023,1,"市区町村","観光来訪者数",38,"北宇和郡鬼北町",7027,0,142163,2021100000,"2021年度","愛媛県 鬼北町",24188,1080,4.465023978832479,2020100000,"2020年度","愛媛県 鬼北町",270,46.767,4710653,13.89,542,41,574,2020100000,"2020年度",38000,17.3,95,7.564575645756458
